wage,hours,iq,kww,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
520,40,126,23,16,8,1,30,1,0,0,1,7,5,12,12,6.253829002
808,40,107,32,16,6,7,29,1,0,0,0,7,6,12,12,6.694561958
2137,45,108,45,16,11,2,36,1,0,0,1,2,3,12,,7.667158127
692,50,92,49,15,9,3,38,1,1,0,1,0,1,8,8,6.539586067
931,80,108,40,16,4,1,36,1,0,0,1,4,2,12,12,6.836259365
812,45,115,46,16,11,3,34,1,0,0,1,1,2,12,8,6.699500561
866,40,111,44,14,16,14,35,1,0,0,1,1,1,12,12,6.763885021
1442,40,115,47,12,14,9,36,1,0,0,1,7,5,12,12,7.273786545
500,40,101,31,14,12,0,32,1,0,0,0,2,2,11,6,6.214608192
1384,50,114,48,18,12,2,37,1,0,0,1,1,1,12,13,7.23273325
528,55,116,40,18,5,9,30,1,0,0,1,4,5,12,12,6.269096375
881,40,90,41,12,4,14,36,1,0,0,0,2,3,12,,6.781057835
1026,45,125,33,12,11,11,28,1,0,0,1,3,1,14,17,6.933423042
1212,40,98,26,12,11,12,28,0,0,0,1,4,,12,10,7.100027084
1620,38,111,42,15,8,5,29,1,0,0,0,1,2,10,,7.390181541
1843,48,109,38,16,11,2,32,1,0,0,1,3,2,12,,7.51914978
1602,60,124,36,16,12,2,37,1,0,0,1,1,2,12,12,7.379008293
1000,40,121,35,13,6,1,33,1,0,0,1,2,2,8,14,6.907755375
737,48,103,37,12,7,4,30,1,0,0,1,4,4,10,,6.6025877
1699,40,96,19,12,10,1,29,0,0,1,1,2,3,12,12,7.437795162
1699,40,100,40,12,11,9,33,1,0,0,1,1,2,12,8,7.437795162
1025,48,104,30,14,6,5,32,1,0,0,1,2,3,,12,6.93244791
1107,40,112,38,12,12,5,38,1,0,0,1,5,3,11,12,7.009408951
625,40,73,24,11,1,1,31,1,0,0,1,3,4,12,12,6.43775177
720,50,101,39,13,1,7,29,1,0,0,1,4,2,11,11,6.579251289
855,40,99,44,12,19,10,36,1,0,0,1,1,2,12,12,6.751101494
1250,40,95,23,12,12,2,32,1,0,0,1,2,2,12,12,7.130898952
1130,40,109,40,18,4,13,38,1,0,0,0,1,2,18,15,7.02997303
900,40,110,35,12,6,1,28,0,0,0,1,1,,13,13,6.802394867
1924,50,98,49,17,6,7,38,1,0,0,1,1,1,4,,7.562161446
962,40,112,46,15,8,2,37,1,0,0,1,2,1,12,16,6.869014263
1874,48,64,37,11,22,3,38,1,1,0,1,7,,,,7.535830498
1573,55,90,28,12,5,3,30,1,0,0,1,4,3,11,8,7.360739708
940,45,102,46,14,11,7,36,1,0,0,1,1,2,12,10,6.845880032
900,40,119,39,16,8,9,30,1,0,0,0,1,2,12,12,6.802394867
882,44,96,34,12,15,13,31,1,0,0,0,6,3,8,10,6.78219223
1710,45,118,40,18,12,12,38,1,0,0,1,1,1,12,12,7.444248676
1260,45,79,39,12,19,15,37,1,0,0,0,3,2,9,8,7.138866901
751,40,96,42,12,9,7,38,1,0,0,0,1,1,10,8,6.621405602
1097,50,80,27,11,12,12,28,1,0,0,0,5,1,12,11,7.000334263
1001,48,137,36,13,11,11,33,1,0,0,0,5,6,12,,6.908754826
1154,40,116,42,15,11,12,34,0,0,0,0,2,1,12,9,7.050989628
1000,43,69,31,12,15,16,35,1,0,0,1,4,4,12,8,6.907755375
1250,40,78,36,12,16,3,33,1,0,0,1,9,,6,2,7.130898952
857,65,99,41,12,18,3,38,1,0,1,1,2,1,8,8,6.753437996
1211,27,92,33,12,13,3,31,1,0,0,1,3,2,16,12,7.099201679
937,32,113,23,16,12,7,29,1,0,0,1,3,,16,12,6.842683315
904,50,98,29,13,7,1,33,1,0,0,1,5,,12,,6.806829453
872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18,6.770789623
1200,40,96,26,9,18,0,34,1,0,0,1,4,3,,8,7.090076923
1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8,7.139660358
950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2,6.856462002
115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11,4.744932175
673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12,6.511745453
1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16,6.988413334
1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9,6.964135647
800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8,6.684611797
369,40,117,36,18,11,1,31,0,0,0,0,3,4,,,5.910796642
1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,,7.562161446
855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6,6.751101494
864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12,6.761572838
1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13,6.995766163
1025,40,110,30,16,9,4,30,1,0,0,0,3,,10,12,6.93244791
850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,,6.745236397
673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12,6.511745453
800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12,6.684611797
1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12,6.955592632
884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9,6.784457207
800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8,6.684611797
1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8,7.090076923
664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12,6.498281956
1111,45,90,47,12,18,18,37,1,0,0,1,6,3,,,7.013015747
850,43,111,38,16,8,8,34,1,0,0,1,4,2,,,6.745236397
1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12,6.907755375
875,40,92,32,12,8,4,29,0,0,0,1,4,,14,14,6.774223804
1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12,7.091742039
666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12,6.501289845
923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7,6.827629089
788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3,6.669497967
950,40,86,31,10,23,5,38,1,0,1,1,9,9,,6,6.856462002
1442,40,105,42,12,9,16,37,1,0,1,1,3,4,,,7.273786545
866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0,6.763885021
625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,,6.43775177
680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7,6.522092819
693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8,6.54102993
875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,,6.774223804
2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13,7.74413681
1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6,7.08673811
700,38,85,36,12,13,8,32,1,1,1,1,6,,2,8,6.551080227
721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4,6.580639362
1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8,7.313220501
1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9,6.956545353
801,48,100,30,14,6,10,29,1,1,1,1,2,1,,,6.685861111
640,23,96,39,12,7,3,31,0,1,1,1,5,,,,6.46146822
1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12,7.088408947
390,55,93,38,12,4,2,32,1,0,1,1,1,,16,13,5.966146946
889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12,6.790097237
1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9,6.981005669
1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12,7.027314663
750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9,6.620073318
855,40,118,41,14,6,14,33,1,0,1,0,3,1,,12,6.751101494
525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12,6.26339817
1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12,7.006695271
553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9,6.315358162
800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10,6.684611797
1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14,7.23273325
425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12,6.052089214
510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10,6.234410763
370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4,5.91350317
596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8,6.390240669
402,40,76,28,12,9,4,28,1,1,0,1,4,2,,10,5.996451855
418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10,6.035481453
1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,,7.032624245
681,40,94,24,12,18,15,35,0,0,1,1,4,,9,10,6.523562431
950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6,6.856462002
600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6,6.396929741
661,40,96,25,13,8,6,29,0,0,1,0,3,2,,5,6.49375391
925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,,6.82979393
550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5,6.309918404
606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7,6.406879902
425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7,6.052089214
340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18,5.828945637
692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5,6.539586067
575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12,6.354370117
571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6,6.347389221
817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5,6.705638885
987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12,6.89467001
616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,,6.423246861
1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10,6.933423042
808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7,6.694561958
808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15,6.694561958
788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12,6.669497967
850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9,6.745236397
900,38,106,40,12,10,19,38,1,0,1,1,7,,3,2,6.802394867
1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8,7.257002831
260,40,75,35,12,21,0,37,1,1,1,0,3,3,,,5.56068182
662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5,6.495265484
562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11,6.331501961
562,80,104,30,12,11,5,28,1,0,1,0,1,,12,12,6.331501961
357,70,115,37,13,5,2,30,1,0,1,1,6,7,,,5.877735615
1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10,6.916715145
1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12,7.273786545
651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11,6.478509426
750,40,50,28,12,14,5,32,1,1,1,0,10,,3,,6.620073318
754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,,6.625392437
700,40,73,23,12,17,9,38,1,1,1,0,8,3,,,6.551080227
503,40,84,14,11,11,2,30,0,1,0,1,3,,9,9,6.220590115
937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9,6.842683315
624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6,6.436150551
750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6,6.620073318
900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6,6.802394867
540,40,70,25,10,12,10,29,1,1,1,0,9,,10,7,6.291569233
642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10,6.464588165
400,50,96,38,15,6,10,28,0,0,1,0,5,,12,,5.991464615
900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10,6.802394867
513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10,6.24027586
894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8,6.795705795
1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18,7.156176567
485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18,6.184148788
325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13,5.783825397
769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7,6.645091057
618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4,6.4264884
1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3,6.946976185
751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3,6.621405602
380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7,5.940171242
300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,,5.703782558
753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7,6.624065399
1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12,6.970730305
1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12,6.975413799
1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18,7.360739708
650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9,6.47697258
700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10,6.551080227
494,40,74,30,12,16,4,34,1,1,1,0,5,,,,6.202535629
890,48,100,40,12,4,8,31,1,0,1,0,0,1,,,6.791221619
520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,,6.253829002
891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9,6.79234457
570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,,6.345636368
1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9,7.275172234
481,48,98,26,12,14,2,31,0,1,0,1,4,3,,,6.175867081
500,44,107,40,12,21,12,38,1,0,1,0,2,,12,7,6.214608192
1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14,7.295056343
803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12,6.688354492
962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12,6.869014263
1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,,6.907755375
600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12,6.396929741
450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8,6.109247684
629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6,6.444131374
492,60,67,38,12,15,2,34,1,1,1,0,3,,8,,6.198478699
1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13,7.353722095
357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16,5.877735615
960,40,83,25,13,14,13,32,1,0,1,1,4,,10,,6.866933346
566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12,6.33859396
481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8,6.175867081
1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8,7.273786545
645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8,6.469250202
788,40,100,23,11,15,6,32,1,1,1,0,5,,9,,6.669497967
644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,,6.467698574
477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7,6.167516708
664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16,6.498281956
520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,,6.253829002
1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6,7.091742039
538,45,77,22,12,12,10,28,1,1,1,0,9,,7,,6.287858486
873,44,109,25,12,12,12,28,1,0,1,0,1,1,,11,6.771935463
1000,40,107,32,12,17,18,35,1,0,1,0,5,1,,,6.907755375
